Country,City,Latitude,Longitude
am,verin getashen,40.1327778,45.2486111
am,verishen,39.5358333,46.3119444
am,vernashen,39.7938889,45.3633333
am,voskehask,40.7383333,43.7758333
am,voskehat,40.1413889,44.3291667
am,voskevan,41.1191667,45.0652778
am,voskevaz,40.2797222,44.295
am,vostan,39.9588889,44.5591667
am,yeghegnavan,39.8277778,44.6372222
am,yeghegnut,40.0902778,44.1625
am,yeghegnut,40.9041667,44.6325
am,yeghvard,40.3216667,44.4813889
am,yeraskhahun,40.0722222,44.2158333
am,yerazgavors,40.7,43.75
am,yerevan,40.1811111,44.5136111
am,zangakatun,39.8094444,45.0511111
am,zaritap,39.6372222,45.5086111
am,zar,40.2611111,44.7361111
am,zhdanov,40.1616667,44.0883333
am,zorak,40.0925,44.3919444
am,zoravan,40.3569444,44.5230556
am,zovaber,40.5736111,44.7863889
am,zovuni,40.5108333,44.4288889
an,barber,12.2833333,-69.0666667
an,golden rock,17.4833333,-62.9833333
an,kralendijk,12.15,-68.2666667
an,nieuwpoort,12.05,-68.8166667
an,oranjestad,17.4666667,-62.9833333
an,rincon,12.2333333,-68.3333333
an,sint michiel,12.1333333,-68.9833333
an,soto,12.2666667,-69.1
an,westpunt,12.3666667,-69.1666667
an,willemstad,12.1,-68.9166667
ao,benguela,-12.578333,13.407222
ao,caala,-12.8525,15.560556
ao,cabinda,-5.55,12.2
ao,caconda,-13.733333,15.066667
ao,caluquembe,-13.783333,14.683333
ao,camabatela,-8.18812,15.37495
ao,camacupa,-12.016667,17.483333
ao,catabola,-12.15,17.283333
ao,catumbela,-12.431389,13.547222
ao,caxito,-8.58,13.664167
ao,cazaje,-11.067147,20.701483
ao,chissamba,-12.166667,17.333333
ao,huambo,-12.776111,15.739167
ao,kibala,-10.73366,14.979949
ao,kuito,-12.383333,16.933333
ao,leua,-11.65,20.45
ao,lobito,-12.319722,13.599722
ao,longonjo,-12.906667,15.253333
ao,luanda,-8.836804,13.233174
ao,luau,-10.707273,22.22466
ao,lubango,-14.916667,13.5
ao,lucapa,-8.419151,20.744655
ao,luena,-11.783333,19.916667
ao,lumeje,-11.55,20.783333
ao,malanje,-9.544722,16.345278
ao,menongue,-14.661639,17.688224
ao,namibe,-15.196111,12.152222
ao,ondjiva,-17.066667,15.733333
ao,saurimo,-9.66078,20.391553
ao,soyo,-6.134903,12.368935
ao,sumbe,-11.206048,13.843713
ao,uige,-7.613282,15.056621
ar,alta gracia,-31.652925,-64.428259
ar,azul,-36.776976,-59.858539
ar,bahia blanca,-38.719595,-62.272432
ar,bell ville,-32.625906,-62.68873
ar,campana,-34.168742,-58.95914
ar,catamarca,-28.469574,-65.785239
ar,chacabuco,-34.641667,-60.473889
ar,chivilcoy,-34.895661,-60.016667
ar,comodoro rivadavia,-45.864135,-67.496558
ar,concepcion del uruguay,-32.482493,-58.237217
ar,concordia,-31.392959,-58.02089
ar,cordoba,-31.413496,-64.181052
ar,corrientes,-27.480596,-58.834099
ar,dolores,-36.313215,-57.679185
ar,eldorado,-26.404841,-54.624784
ar,formosa,-26.177534,-58.178139
ar,general pico,-35.656622,-63.756815
ar,general roca,-39.02797,-67.573711
ar,goya,-29.14003,-59.262564
ar,gualeguaychu,-33.009375,-58.51722
ar,gualeguay,-33.141559,-59.309657
ar,jujuy,-24.194565,-65.297116
ar,junin,-34.583816,-60.943318
ar,la plata,-34.921454,-57.954533
ar,la rioja,-29.411048,-66.850668
ar,libertador general san martin,-23.806443,-64.787574
ar,lincoln,-34.866494,-61.530197
ar,lujan,-34.570278,-59.105
ar,lujan,-33.035471,-68.877823
ar,mar del plata,-38.002278,-57.557539
ar,mendoza,-32.890845,-68.827171
ar,mercedes,-34.651455,-59.430676
ar,mercedes,-29.181858,-58.078951
ar,mercedes,-33.674359,-65.461405
ar,necochea,-38.547259,-58.736753
ar,neuquen,-38.951606,-68.059102
ar,nueve de julio,-35.444374,-60.883131
ar,obera,-27.487059,-55.11994
ar,olavarria,-36.892715,-60.32254
ar,parana,-31.731967,-60.523802
ar,pergamino,-33.889949,-60.573568
ar,posadas,-27.367077,-55.896078
ar,presidencia roque saenz pena,-26.785221,-60.438761
ar,puerto madryn,-42.769201,-65.038513
ar,punta alta,-38.875875,-62.073589
ar,rafaela,-31.250332,-61.486696
ar,rawson,-43.300158,-65.10228
ar,reconquista,-29.15,-59.65
ar,resistencia,-27.46056,-58.983886
ar,rio cuarto,-33.130671,-64.349918
ar,rio gallegos,-51.622613,-69.218127
ar,rio tercero,-32.173008,-64.114055
ar,rivadavia,-33.190509,-68.46081
ar,rosario,-32.946818,-60.639317
ar,salta,-24.785896,-65.411664
ar,san carlos de bariloche,-41.140293,-71.301369
ar,san francisco,-31.427971,-62.082656
ar,san juan,-31.5375,-68.536389
ar,san lorenzo,-28.133061,-58.767331
ar,san luis,-33.295012,-66.335627
ar,san martin,-33.081031,-68.468138
ar,san nicolas,-33.335784,-60.225233
ar,san pedro,-33.679127,-59.666635
ar,san pedro,-24.231266,-64.866141
ar,san rafael,-34.617717,-68.330066
ar,san ramon de la nueva oran,-23.13398,-64.324645
ar,santa fe,-31.629484,-60.701036
ar,santa rosa,-36.616667,-64.283333
ar,santiago del estero,-27.795112,-64.261489
ar,san vicente,-34.982645,-58.376169
ar,tandil,-37.321674,-59.133164
ar,tartagal,-22.516365,-63.801314
ar,trelew,-43.250075,-65.313295
ar,tres arroyos,-38.373939,-60.279781
ar,tucuman,-26.824144,-65.2226
ar,ushuaia,-54.8,-68.3
ar,veinticinco de mayo,-35.432303,-60.172707
ar,venado tuerto,-33.745564,-61.968845
ar,victoria,-32.619888,-60.153907
ar,viedma,-40.813452,-62.996676
ar,villa carlos paz,-31.424138,-64.497778
ar,villa constitucion,-33.227778,-60.329699
ar,villa maria,-32.407514,-63.240161
ar,zarate,-34.098142,-59.028585
at,absam,47.3,11.5
at,abtenau,47.55,13.35
at,altach,47.35,9.65
at,althofen,47.15,14.233333
at,altmunster,47.9,13.75
at,amstetten,48.116667,14.866667
at,anif,47.75,13.066667
at,ansfelden,48.2,14.283333
at,arnoldstein,46.546111,13.71
at,asten,48.216667,14.4
at,axams,47.233333,11.3
at,bad aussee,47.6,13.783333
at,baden,48.016667,16.233333
at,bad goisern,47.633333,13.616667
at,bad hall,48.033333,14.2
at,bad hofgastein,47.166667,13.1
at,bad ischl,47.716667,13.616667
at,bad sankt leonhard,46.962778,14.791667
at,bad voslau,47.966667,16.2
at,barnbach,46.983333,16.05
at,bergheim,47.833333,13.033333
at,berndorf,47.95,16.1
at,bischofshofen,47.416667,13.216667
at,bludenz,47.149722,9.816667
at,braunau,48.266667,13.033333
at,bregenz,47.5,9.766667
at,bruck an der leitha,48.016667,16.766667
at,bruck an der mur,47.416667,15.283333
at,deutschlandsberg,46.815278,15.222222
at,deutsch-wagram,48.299722,16.566667
at,dornbirn,47.416667,9.733056
at,ebbs,47.633333,12.216667
at,ebensee,47.8,13.766667
at,ebenthal,46.608056,14.364167
at,eberndorf,46.591389,14.643611
at,ebreichsdorf,47.95,16.4
at,eisenerz,47.533333,14.883333
at,eisenstadt,47.85,16.516667
at,engerwitzdorf,48.35,14.45
at,enns,48.2,14.466667
at,feldbach,46.953056,15.888333
at,feldkirchen an der donau,48.35,14.05
at,feldkirchen,46.716667,14.1
at,feldkirch,47.233056,9.6
at,ferlach,46.526944,14.301944
at,finkenstein,46.565556,13.865278
at,fohnsdorf,47.2,14.683333
at,frankenburg,48.066667,13.483333
at,freistadt,48.5,14.5
at,friesach,46.955278,14.405833
at,frohnleiten,47.266667,15.316667
at,fugen,47.35,11.85
at,furstenfeld,47.05,16.083333
at,gallneukirchen,48.35,14.416667
at,ganserndorf,48.35,16.733333
at,garsten,48.016667,14.4
at,gleisdorf,47.1,15.716667
at,gloggnitz,47.666667,15.933333
at,gmunden,47.916667,13.8
at,gmund,48.766667,14.983333
at,gotzis,47.333056,9.633056
at,gratkorn,47.133333,15.35
at,graz,47.066667,15.45
at,grieskirchen,48.233333,13.833333
at,grodig,47.733333,13.033333
at,guntramsdorf,48.033333,16.3
at,haag,48.15,15.5
at,hainburg,48.15,16.933333
at,hallein,47.683333,13.1
at,hall,47.6,14.45
at,hard,47.483056,9.683056
at,heidenreichstein,48.866667,15.116667
at,hermagor,46.627222,13.367222
at,herzogenburg,48.266667,15.683333
at,himberg,48.083333,16.433333
at,hochst,47.466667,9.633056
at,hohenems,47.366667,9.683056
at,hollabrunn,48.55,16.083333
at,hopfgarten,47.45,12.166667
at,horbranz,47.55,9.75
at,horn,48.65,15.65
at,horsching,48.233333,14.183333
at,imst,47.233333,10.733333
at,innsbruck,47.266667,11.4
at,jenbach,47.4,11.783333
at,jennersdorf,46.939167,16.146667
at,judenburg,47.166667,14.666667
at,kapfenberg,47.433333,15.3
at,kindberg,47.5,15.45
at,kirchbichl,47.516667,12.083333
at,kitzbuhel,47.45,12.383333
at,klagenfurt,46.624722,14.305278
at,klosterneuburg,48.3,16.316667
at,knittelfeld,47.216667,14.816667
at,koflach,47.066667,15.083333
at,korneuburg,48.35,16.333333
at,kottingbrunn,47.95,16.216667
at,krems,48.416667,15.6
at,kremsmunster,48.05,14.133333
at,krieglach,47.533333,15.55
at,kuchl,47.616667,13.15
at,kufstein,47.583333,12.166667
at,laakirchen,47.966667,13.816667
at,laa,48.716667,16.383333
at,landeck,47.133333,10.566667
at,langenlois,48.466667,15.666667
at,langenzersdorf,48.3,16.35
at,lauterach,47.483056,9.733056
at,leibnitz,46.781667,15.541667
at,lenzing,47.966667,13.616667
at,leoben,47.383333,15.1
at,leonding,48.266667,14.25
at,lienz,46.831111,12.759722
at,liezen,47.566667,14.233333
at,linz,48.3,14.3
at,lochau,47.533333,9.75
at,lustenau,47.433056,9.65
at,marchtrenk,48.183333,14.116667
at,maria enzersdorf,48.1,16.283333
at,matrei,47,12.533333
at,mattersburg,47.733333,16.4
at,melk,48.216667,15.316667
at,micheldorf,47.85,14.133333
at,mistelbach,48.57,16.576667
at,mittelberg,47.2,9.65
at,mittersill,47.266667,12.483333
at,modling,48.083333,16.283333
at,moosburg,46.6575,14.174722
at,murzzuschlag,47.6,15.683333
at,nenzing,47.183056,9.7
at,neudorfl,47.783333,16.283333
at,neulengbach,48.2,15.9
at,neunkirchen,47.716667,16.083333
at,neusiedl am see,47.933333,16.833333
at,nuziders,47.166667,9.8
at,oberndorf,48.25,13.333333
at,oberwart,47.283333,16.2
at,pasching,48.25,14.2
at,paternion,46.714167,13.636111
at,perchtoldsdorf,48.116667,16.266667
at,perg,48.25,14.633333
at,pinkafeld,47.366667,16.116667
at,pottendorf,47.9,16.383333
at,poysdorf,48.666667,16.633333
at,pressbaum,48.183333,16.083333
at,purgstall,48.05,15.133333
at,purkersdorf,48.2,16.166667
at,radstadt,47.383333,13.45
at,rankweil,47.283056,9.65
at,reichenau,47.7,15.833333
at,retz,48.75,15.95
at,reutte,47.483333,10.716667
at,ried,48.216667,13.5
at,rottenmann,47.516667,14.35
at,rum,47.283333,11.45
at,rust,47.8,16.666667
at,saalfelden,47.416667,12.85
at,salzburg,47.8,13.033333
at,sankt andra,46.766111,14.823611
at,sankt florian,48.166667,13.133333
at,sankt georgen,47.933333,13.483333
at,sankt jakob,46.547778,14.057222
at,sankt johann im pongau,47.35,13.2
at,sankt polten,48.2,15.633333
at,sankt valentin,48.166667,14.516667
at,sankt veit,46.768056,14.360278
at,scharding,48.45,13.433333
at,scharnstein,47.9,13.95
at,schladming,47.383333,13.683333
at,schrems,48.783333,15.066667
at,schruns,47.066667,9.916667
at,schwaz,47.333333,11.7
at,schwechat,48.133333,16.466667
at,seeboden,46.821944,13.495
at,seekirchen,47.9,13.133333
at,seewalchen,47.95,13.583333
at,sieghartskirchen,48.25,16
at,sierning,48.033333,14.3
at,spittal,46.8,13.5
at,steyregg,48.283333,14.366667
at,steyr,48.05,14.416667
at,stockerau,48.383333,16.216667
at,strasshof,48.316667,16.666667
at,tamsweg,47.133333,13.8
at,telfs,47.3,11.066667
at,ternitz,47.716667,16.033333
at,thalgau,47.833333,13.25
at,timelkam,48,13.6
at,traiskirchen,48.016667,16.283333
at,traismauer,48.35,15.733333
at,traun,48.216667,14.233333
at,trofaiach,47.416667,15
at,tulln,48.333333,16.05
at,velden am worthersee,46.616111,14.045833
at,vienna,48.2,16.366667
at,villach,46.610278,13.855833
at,vocklabruck,48.016667,13.65
at,vocklamarkt,48,13.483333
at,voitsberg,47.033333,15.15
at,volkermarkt,46.662222,14.634444
at,vols,47.25,11.333333
at,vomp,47.333333,11.683333
at,vorchdorf,48,13.916667
at,waidhofen,47.966667,14.766667
at,wattens,47.283333,11.6
at,weiz,47.216667,15.616667
at,wels,48.166667,14.033333
at,wernberg,46.616667,13.933333
at,wiener neudorf,48.066667,16.316667
at,wiener neustadt,47.8,16.25
at,wilhelmsburg,48.1,15.6
at,wolfsberg,46.840556,14.844167
at,wolfurt,47.466667,9.75
